card_id,text,raw_text,type,rank
0,Bridgeport Capital,Bridgeport Capital,img_alt_text,E
0,published,/uploads/5/1/4/6/5146972/published/slide1.jpeg?1682986985,src,E
2,published,/uploads/5/1/4/6/5146972/published/slide1.jpeg?1682986985,image_src,I
4,slide1,/uploads/5/1/4/6/5146972/published/slide1.jpeg?1682986985,image_src,I
6,published,/uploads/5/1/4/6/5146972/published/ucs-group-logo-menu.png?1612230918,image_src,I
8,ucs group logo menu,/uploads/5/1/4/6/5146972/published/ucs-group-logo-menu.png?1612230918,image_src,I
10,pureau,/uploads/5/1/4/6/5146972/pureau.png?158,image_src,I
12,d72122e1 00ff 42c9 92f7 e37547c32f1a orig,/uploads/5/1/4/6/5146972/d72122e1-00ff-42c9-92f7-e37547c32f1a_orig.png,image_src,I
