card_id,text,raw_text,type,rank
0,Business Owners,Business Owners,a_inner_text,A
0,business owners,/business-owners/,href,C
1,Operating Strength,Operating Strength,a_inner_text,A
1,operating strength,/business-owners/operating-strength/,href,C
2,Select Growth Stories,Select Growth Stories,a_inner_text,A
2,select growth stories,/select-growth-stories/,href,C
3,Global Expansion,Global Expansion,a_inner_text,A
3,global expansion,/business-owners/global-expansion/,href,C
4,Sourcing Add-ons,Sourcing Add-ons,a_inner_text,A
4,sourcing add ons,/business-owners/sourcing-add-ons/,href,C
5,Riverside University,Riverside University,a_inner_text,A
5,riverside university,/business-owners/riverside-university/,href,C
6,Intermediaries,Intermediaries,a_inner_text,A
6,intermediaries,/intermediaries/,href,C
7,Investment Criteria,Investment Criteria,a_inner_text,A
7,investment criteria,/intermediaries/investment-criteria/,href,C
8,Add-on Criteria,Add-on Criteria,a_inner_text,A
8,investment portfolio,/investment-portfolio/?status=Add-on Criteria,href,C
9,Industries,Industries,a_inner_text,A
9,industries,/industries/,href,C
10,Business Services,Business Services,a_inner_text,A
10,business services,/industries/business-services/,href,C
11,Consumer,Consumer,a_inner_text,A
11,consumer,/industries/consumer/,href,C
12,Education & Training,Education & Training,a_inner_text,A
12,education training,/industries/education-training/,href,C
13,Franchisors,Franchisors,a_inner_text,A
13,franchisors,/industries/franchisors/,href,C
14,Healthcare,Healthcare,a_inner_text,A
14,healthcare,/industries/healthcare/,href,C
15,Software & IT,Software & IT,a_inner_text,A
15,software it,/industries/software-it/,href,C
16,Specialty Manufacturing,Specialty Manufacturing,a_inner_text,A
16,specialty manufacturing,/industries/specialty-manufacturing/,href,C
17,Thematic Investing,Thematic Investing,a_inner_text,A
17,thematic investing,/industries/thematic-investing/,href,C
18,Who We Are,Who We Are,a_inner_text,A
18,who we are,/who-we-are/,href,C
19,Team,Team,a_inner_text,A
19,team,/team/,href,C
20,History,History,a_inner_text,A
20,history,/who-we-are/history/,href,C
21,Locations,Locations,a_inner_text,A
21,locations,/locations/,href,C
22,Culture,Culture,a_inner_text,A
22,culture,/who-we-are/culture/,href,C
23,Responsible Investing,Responsible Investing,a_inner_text,A
23,responsible investing,/who-we-are/responsible-investing/,href,C
24,Careers,Careers,a_inner_text,A
24,careers,/who-we-are/careers/,href,C
25,Diversity & Inclusion,Diversity & Inclusion,a_inner_text,A
25,diversity and inclusion,/who-we-are/diversity-and-inclusion/,href,C
26,Portfolio,Portfolio,a_inner_text,A
26,investment portfolio,/investment-portfolio/,href,C
27,Private Equity,Private Equity,a_inner_text,A
27,private equity,/private-equity/,href,C
28,Flexible Capital,Flexible Capital,a_inner_text,A
28,flexible capital,/flexible-capital/,href,C
29,Currents,Currents,a_inner_text,A
29,currents,/currents/,href,C
30,News Releases,News Releases,a_inner_text,A
30,currents,/currents/?category=News+Release,href,C
31,Spotlight Videos,Spotlight Videos,a_inner_text,A
31,currents,/currents/?category=Spotlight+Videos,href,C
32,Portfolio Login,Portfolio Login,a_inner_text,A
32,signin,https://portcoportal.riversidecompany.com/signin.aspx,href,C
33,Investor Login,Investor Login,a_inner_text,A
33,riversidecompany,https://riversidecompany.seiinvestorportal.com,href,D
34,LUX Investor Login,LUX Investor Login,a_inner_text,A
34,login,https://riversidelux.seiinvestorportal.com/coreauth/login,href,C
35,Linked In,Linked In,a_inner_text,A
35,the riverside company,https://www.linkedin.com/company/the-riverside-company/,href,B
36,Instagram,Instagram,a_inner_text,A
36,the riverside company,https://www.instagram.com/the_riverside_company/,href,C
37,Contact Us,Contact Us,a_inner_text,A
37,contact us,/contact-us/,href,C
38,Contact Us,Contact Us,a_inner_text,A
38,contact us,/contact-us/?inquiryType=Add-on Criteria Password,href,C
40,Home,Home,a_inner_text,A
40,riversidecompany,https://www.riversidecompany.com/,href,D
41,Grid,Grid,a_inner_text,A
41,,?view=grid,href,D
42,List,List,a_inner_text,A
42,,?view=list,href,D
43,Map,Map,a_inner_text,A
43,,?view=map,href,D
44,Clear Filters,Clear Filters,a_inner_text,A
44,,?view=,href,D
45,View Profile,View Profile,a_inner_text,A
45,a forall,/investment-portfolio/a-forall/,href,A
46,View Profile,View Profile,a_inner_text,A
46,abracon,/investment-portfolio/abracon/,href,A
47,View Profile,View Profile,a_inner_text,A
47,act test panels,/investment-portfolio/act-test-panels/,href,A
48,View Profile,View Profile,a_inner_text,A
48,actineo,/investment-portfolio/actineo/,href,A
49,View Profile,View Profile,a_inner_text,A
